frequency,monetary,recency,customer_tenure,avg_order_value,std_order_value,max_order_value,min_order_value,cv_order_value,avg_days_between_txns,recent_spend_90d,historical_spend_rest,purchase_rate,months_with_purchase,spend_trend,y_true,y_pred_best,predicted_clv,segment,segment_label,segment_emoji
11.0,1812.37,44.0,314.0,164.76090909090908,170.19397729970032,662.0,46.47,1.0329754687490431,27.0,84.09,1728.28,0.0407407407407407,7.0,-3.022983006089684,207.33,58.69153907319417,58.69153907319417,MEDIUM,Medium Value,⭐
7.0,2419.89,20.0,260.0,345.6985714285714,146.6668803136972,567.5,188.46,0.4242623268809244,40.0,809.3199999999999,1610.5700000000002,0.0291666666666666,7.0,-0.6881484289717531,223.91,1148.9149086293587,1148.9149086293587,HIGH,High Value,💎
16.0,5044.26,6.0,189.0,315.26625,195.75161158553288,776.99,139.44,0.6209088717410534,12.2,1748.14,3296.12,0.087431693989071,6.0,-0.6341933849426656,2106.16,1080.8257445472527,1080.8257445472527,HIGH,High Value,💎
16.0,5987.41,28.0,353.0,374.213125,267.3675258695104,986.08,28.86,0.7144792846843906,21.666666666666668,1678.49,4308.92,0.0492307692307692,11.0,-0.9427923492522332,1849.01,1104.4926556849794,1104.4926556849794,HIGH,High Value,💎
1.0,33.99,75.0,75.0,33.99,0.0,33.99,33.99,0.0,365.0,33.99,0.0,1.0,1.0,5.0,0.0,2.821430116430188,2.821430116430188,LOW,Low Value,🌱
1.0,5.85,315.0,315.0,5.85,0.0,5.85,5.85,0.0,365.0,0.0,5.85,1.0,1.0,-5.0,20.32,0.1393073737994655,0.1393073737994655,LOW,Low Value,🌱
4.0,353.67,10.0,118.0,88.4175,31.94426852608565,107.64,40.7,0.3612889815487392,36.0,148.34,205.33,0.037037037037037,3.0,-0.3251096336087347,635.38,40.64072837757154,40.64072837757154,MEDIUM,Medium Value,⭐
1.0,358.54,101.0,101.0,358.54,0.0,358.54,358.54,0.0,365.0,0.0,358.54,1.0,1.0,-5.0,218.95,3.9880177309740983,3.9880177309740983,LOW,Low Value,🌱
1.0,10.59,14.0,14.0,10.59,0.0,10.59,10.59,0.0,365.0,10.59,0.0,1.0,1.0,5.0,0.0,1.8260692035719577,1.8260692035719577,LOW,Low Value,🌱
1.0,12.11,279.0,279.0,12.11,0.0,12.11,12.11,0.0,365.0,0.0,12.11,1.0,1.0,-5.0,0.0,0.1689132277987361,0.1689132277987361,LOW,Low Value,🌱
2.0,54.24,87.0,103.0,27.12,15.429069965490468,38.03,16.21,0.5689185090520084,16.0,16.21,38.03,0.125,2.0,-0.8527115924652631,0.0,1.8135416677416685,1.8135416677416685,LOW,Low Value,🌱
2.0,110.73,207.0,303.0,55.365,5.140666299226205,59.0,51.73,0.0928504704998863,96.0,0.0,110.73,0.0208333333333333,2.0,-5.0,0.0,0.7097381778280035,0.7097381778280035,LOW,Low Value,🌱
1.0,141.16,1.0,1.0,141.16,0.0,141.16,141.16,0.0,365.0,141.16,0.0,1.0,1.0,5.0,19.34,18.092865361428405,18.092865361428405,MEDIUM,Medium Value,⭐
3.0,292.15,8.0,78.0,97.38333333333333,21.459068789985587,117.42,74.74,0.2203566878999033,35.0,292.15,0.0,0.0428571428571428,2.0,5.0,234.99,28.666497033027788,28.666497033027788,MEDIUM,Medium Value,⭐
1.0,78.15,149.0,149.0,78.15,0.0,78.15,78.15,0.0,365.0,0.0,78.15,1.0,1.0,-5.0,0.0,1.719216729647942,1.719216729647942,LOW,Low Value,🌱
1.0,179.1,363.0,363.0,179.1,0.0,179.1,179.1,0.0,365.0,0.0,179.1,1.0,1.0,-5.0,0.0,0.5660395281707847,0.5660395281707847,LOW,Low Value,🌱
2.0,74.18,284.0,309.0,37.09,5.769991334482233,41.17,33.01,0.1555673047851774,25.0,0.0,74.18,0.08,2.0,-5.0,0.0,0.5125503563695654,0.5125503563695654,LOW,Low Value,🌱
1.0,10.75,34.0,34.0,10.75,0.0,10.75,10.75,0.0,365.0,10.75,0.0,1.0,1.0,5.0,0.0,1.2492869538232856,1.2492869538232856,LOW,Low Value,🌱
1.0,449.35,127.0,127.0,449.35,0.0,449.35,449.35,0.0,365.0,0.0,449.35,1.0,1.0,-5.0,0.0,6.973694695578152,6.973694695578152,MEDIUM,Medium Value,⭐
3.0,756.9200000000001,5.0,10.0,252.3066666666667,118.95513285828964,366.66,129.23,0.4714704309238345,2.5,756.9200000000001,0.0,0.6,1.0,5.0,1809.02,180.8945751645726,180.8945751645726,MEDIUM,Medium Value,⭐
9.0,595.36,48.0,334.0,66.1511111111111,29.28719278304274,128.39,38.97,0.4427316834308396,35.75,87.94999999999999,507.41,0.0314685314685314,7.0,-1.752541484863219,55.43,43.19894082022153,43.19894082022153,MEDIUM,Medium Value,⭐
10.0,1182.9,3.0,337.0,118.29,77.33725780272044,249.99,22.41,0.6537937087050506,37.11111111111112,147.20999999999998,1035.69,0.029940119760479,7.0,-1.9509571840184177,822.41,201.9786970723291,201.9786970723291,MEDIUM,Medium Value,⭐
11.0,3123.51,135.0,305.0,283.9554545454546,224.68988928581703,640.5,28.75,0.7912856953055976,17.0,0.0,3123.51,0.0647058823529411,5.0,-5.0,0.0,40.3284104133574,40.3284104133574,MEDIUM,Medium Value,⭐
9.0,2816.4300000000003,13.0,319.0,312.9366666666667,221.7022668467781,703.09,102.26,0.708457302905097,38.25,389.04,2427.39,0.0294117647058823,5.0,-1.8308875604726265,2048.88,310.6887789568582,310.6887789568582,HIGH,High Value,💎
1.0,12.34,218.0,218.0,12.34,0.0,12.34,12.34,0.0,365.0,0.0,12.34,1.0,1.0,-5.0,0.0,0.1689132277987361,0.1689132277987361,LOW,Low Value,🌱
2.0,54.3,1.0,197.0,27.15,15.471496372361662,38.09,16.21,0.5698525367352361,196.0,16.21,38.09,0.010204081632653,2.0,-0.8542880095963278,0.0,4.862294425873535,4.862294425873535,MEDIUM,Medium Value,⭐
6.0,336.85,28.0,119.0,56.14166666666666,27.50112173469778,90.07,14.71,0.4898522499871952,18.2,188.85,148.0,0.0659340659340659,4.0,0.243739313854238,0.0,30.797599135532472,30.797599135532472,MEDIUM,Medium Value,⭐
1.0,28.21,227.0,227.0,28.21,0.0,28.21,28.21,0.0,365.0,0.0,28.21,1.0,1.0,-5.0,0.0,0.2210976777734579,0.2210976777734579,LOW,Low Value,🌱
8.0,685.39,43.0,285.0,85.67375,43.59989447480677,174.45,35.74,0.5089061057185751,34.57142857142857,143.47,541.9200000000001,0.0330578512396694,6.0,-1.328987310174291,197.13,135.67393868873882,135.67393868873882,MEDIUM,Medium Value,⭐
1.0,43.94,291.0,291.0,43.94,0.0,43.94,43.94,0.0,365.0,0.0,43.94,1.0,1.0,-5.0,52.41,0.2708491695213833,0.2708491695213833,LOW,Low Value,🌱
8.0,176.76,2.0,221.0,22.095,13.499635973928015,38.95,6.81,0.6109814878446715,31.285714285714285,103.24,73.52000000000001,0.0365296803652968,4.0,0.3394949812757025,0.0,12.112730101270724,12.112730101270724,MEDIUM,Medium Value,⭐
2.0,29.81,293.0,313.0,14.905,4.405275246792192,18.02,11.79,0.2955568766717337,20.0,0.0,29.81,0.1,2.0,-5.0,0.0,0.4325192713365189,0.4325192713365189,LOW,Low Value,🌱
1.0,13.84,304.0,304.0,13.84,0.0,13.84,13.84,0.0,365.0,0.0,13.84,1.0,1.0,-5.0,0.0,0.1393073737994655,0.1393073737994655,LOW,Low Value,🌱
5.0,271.59,184.0,362.0,54.318,21.28702351198965,88.72,32.19,0.3918963053129653,44.5,0.0,271.59,0.0280898876404494,4.0,-5.0,0.0,1.527433132734069,1.527433132734069,LOW,Low Value,🌱
3.0,181.51,81.0,217.0,60.50333333333333,29.71403764777405,94.68,40.79,0.4911140595191569,68.0,94.68,86.83,0.0220588235294117,3.0,0.0865496457195804,118.06,6.917066280414256,6.917066280414256,MEDIUM,Medium Value,⭐
2.0,41.64,127.0,147.0,20.82,14.226988437473334,30.88,10.76,0.6833327779766251,20.0,0.0,41.64,0.1,1.0,-5.0,0.0,1.1292919765729443,1.1292919765729443,LOW,Low Value,🌱
1.0,22.14,39.0,39.0,22.14,0.0,22.14,22.14,0.0,365.0,22.14,0.0,1.0,1.0,5.0,0.0,2.532264365662422,2.532264365662422,LOW,Low Value,🌱
10.0,715.18,40.0,342.0,71.518,46.589447255312606,166.07,16.67,0.6514366628724602,33.55555555555556,319.48,395.7,0.0331125827814569,6.0,-0.2139610714245511,69.74,54.82236424381758,54.82236424381758,MEDIUM,Medium Value,⭐
1.0,86.61,270.0,270.0,86.61,0.0,86.61,86.61,0.0,365.0,0.0,86.61,1.0,1.0,-5.0,0.0,0.3656640786883856,0.3656640786883856,LOW,Low Value,🌱
1.0,72.42,247.0,247.0,72.42,0.0,72.42,72.42,0.0,365.0,0.0,72.42,1.0,1.0,-5.0,0.0,0.3641818386734787,0.3641818386734787,LOW,Low Value,🌱
10.0,2112.73,1.0,338.0,211.273,162.9785956669021,594.95,34.83,0.7714123227620288,37.44444444444444,206.75,1905.98,0.029673590504451,7.0,-2.221236944992525,1682.26,310.3376753942092,310.3376753942092,HIGH,High Value,💎
1.0,22.44,334.0,334.0,22.44,0.0,22.44,22.44,0.0,365.0,0.0,22.44,1.0,1.0,-5.0,0.0,0.1901701130002462,0.1901701130002462,LOW,Low Value,🌱
1.0,21.37,119.0,119.0,21.37,0.0,21.37,21.37,0.0,365.0,0.0,21.37,1.0,1.0,-5.0,111.6,1.526883174437158,1.526883174437158,LOW,Low Value,🌱
1.0,18.86,43.0,43.0,18.86,0.0,18.86,18.86,0.0,365.0,18.86,0.0,1.0,1.0,5.0,13.7,1.2160490925818974,1.2160490925818974,LOW,Low Value,🌱
14.0,2564.29,18.0,359.0,183.16357142857143,123.36521836258528,548.17,63.12,0.6735248575926256,26.23076923076923,485.36,2078.93,0.0410557184750733,9.0,-1.45471615431578,555.3199999999999,318.4677866323648,318.4677866323648,HIGH,High Value,💎
1.0,19.28,189.0,189.0,19.28,0.0,19.28,19.28,0.0,365.0,0.0,19.28,1.0,1.0,-5.0,0.0,0.2598306842011191,0.2598306842011191,LOW,Low Value,🌱
23.0,3033.73,46.0,355.0,131.90130434782608,128.10390861627445,616.42,21.2,0.971210324641386,14.045454545454543,43.73,2990.0,0.0744336569579288,9.0,-4.224971768072852,743.31,65.59925617373658,65.59925617373658,MEDIUM,Medium Value,⭐
17.0,1271.11,18.0,333.0,74.77117647058823,47.54965061416763,171.55,33.6,0.6359355684723194,19.6875,167.38,1103.73,0.0539682539682539,11.0,-1.886178886710648,495.69,201.19170343539483,201.19170343539483,MEDIUM,Medium Value,⭐
2.0,24.34,157.0,160.0,12.17,8.089301576774105,17.89,6.45,0.6646919948047745,3.0,0.0,24.34,0.6666666666666666,1.0,-5.0,0.0,1.0934820232561897,1.0934820232561897,LOW,Low Value,🌱
4.0,247.06,73.0,298.0,61.765,38.00960799587389,109.61,30.5,0.6153907228345162,75.0,31.91,215.15,0.0177777777777777,3.0,-1.9083893292562253,136.85,8.146165024050434,8.146165024050434,MEDIUM,Medium Value,⭐
1.0,12.12,47.0,47.0,12.12,0.0,12.12,12.12,0.0,365.0,12.12,0.0,1.0,1.0,5.0,21.22,1.2492869538232856,1.2492869538232856,LOW,Low Value,🌱
6.0,2124.36,32.0,212.0,354.06,86.72604937387614,446.74,222.07,0.2449473235436822,36.0,441.26,1683.1,0.0333333333333333,5.0,-1.3387566671584563,3464.9700000000003,368.16444574293655,368.16444574293655,HIGH,High Value,💎
15.0,1197.77,10.0,357.0,79.85133333333333,46.33432634770077,179.66,34.8,0.5802573909978641,24.785714285714285,204.62,993.15,0.0432276657060518,9.0,-1.5797232293890422,179.85000000000002,246.512702260649,246.512702260649,HIGH,High Value,💎
2.0,50.94,92.0,316.0,25.47,12.360226535140852,34.21,16.73,0.4852856904256322,224.0,0.0,50.94,0.0089285714285714,2.0,-5.0,15.67,2.278923604827882,2.278923604827882,LOW,Low Value,🌱
14.0,2214.32,35.0,181.0,158.1657142857143,98.46061990728816,343.57,9.19,0.622515570785629,11.23076923076923,1477.27,737.05,0.0958904109589041,4.0,0.6952946564756365,3132.77,238.7887687268065,238.7887687268065,HIGH,High Value,💎
3.0,2901.39,126.0,142.0,967.13,1121.8477422538228,2248.69,162.81,1.159976158586563,8.0,0.0,2901.39,0.1875,1.0,-5.0,0.0,10.116137332935994,10.116137332935994,MEDIUM,Medium Value,⭐
3.0,1656.44,49.0,175.0,552.1466666666666,144.2207455026264,680.88,396.29,0.2612000655066764,63.0,1077.17,579.27,0.0238095238095238,3.0,0.6203230224945626,648.28,233.79858306387555,233.79858306387555,HIGH,High Value,💎
12.0,2735.65,16.0,187.0,227.97083333333333,212.52778810645967,854.28,58.38,0.9322586797571022,15.545454545454543,475.53,2260.12,0.0701754385964912,7.0,-1.55874155626369,1058.83,308.1014474141664,308.1014474141664,HIGH,High Value,💎
5.0,948.49,43.0,180.0,189.698,156.3394894772271,422.89,54.2,0.8241493820558313,34.25,321.43,627.06,0.0364963503649635,4.0,-0.6682609229067553,392.18,43.14782274366235,43.14782274366235,MEDIUM,Medium Value,⭐
4.0,249.65,88.0,177.0,62.4125,29.44745305907909,100.68,36.47,0.4718197966605903,29.666666666666668,70.18,179.47,0.0449438202247191,3.0,-0.9389360158601872,0.0,8.429266057106885,8.429266057106885,MEDIUM,Medium Value,⭐
3.0,100.88,40.0,360.0,33.626666666666665,23.62282018162381,60.85,18.53,0.7025025827207716,160.0,21.5,79.38,0.009375,3.0,-1.3061595992273232,35.64,6.1262091172067805,6.1262091172067805,MEDIUM,Medium Value,⭐
9.0,1639.88,13.0,160.0,182.2088888888889,133.76304622768993,383.09,52.5,0.734119213631003,18.375,658.45,981.43,0.0612244897959183,5.0,-0.3991216038116709,778.19,301.34731035839667,301.34731035839667,HIGH,High Value,💎
12.0,611.12,41.0,345.0,50.92666666666667,17.574204926194493,79.44,20.59,0.3450884590822324,27.63636363636364,97.92,513.2,0.0394736842105263,7.0,-1.6565065501674798,177.42000000000002,43.987049883237326,43.987049883237326,MEDIUM,Medium Value,⭐
18.0,3518.16,2.0,340.0,195.4533333333333,122.60929664397152,486.03,55.6,0.6273072684560929,19.88235294117647,1449.19,2068.97,0.0532544378698224,7.0,-0.3560459125355513,77.65,917.8300919322902,917.8300919322902,HIGH,High Value,💎
4.0,819.1800000000001,106.0,173.0,204.795,189.03450734367692,466.62,34.73,0.923042590608545,22.33333333333333,0.0,819.1800000000001,0.0597014925373134,3.0,-5.0,90.01,7.691273067824502,7.691273067824502,MEDIUM,Medium Value,⭐
2.0,159.88,113.0,133.0,79.94,53.28756703021824,117.62,42.26,0.6665945337780615,20.0,0.0,159.88,0.1,2.0,-5.0,164.21,1.55186352259613,1.55186352259613,LOW,Low Value,🌱
6.0,166.11,61.0,356.0,27.685,9.393916648555065,45.13,19.82,0.3393143091405116,59.0,48.22,117.89,0.0203389830508474,5.0,-0.8939658579308714,23.82,16.884676506443373,16.884676506443373,MEDIUM,Medium Value,⭐
1.0,759.35,20.0,20.0,759.35,0.0,759.35,759.35,0.0,365.0,759.35,0.0,1.0,1.0,5.0,4148.06,121.94707678355486,121.94707678355486,MEDIUM,Medium Value,⭐
7.0,142.49,9.0,157.0,20.35571428571429,13.834102617737631,47.3,5.44,0.6796176456183831,24.666666666666668,108.45,34.04,0.0472972972972973,5.0,1.158732777592506,0.0,30.585443806029154,30.585443806029154,MEDIUM,Medium Value,⭐
1.0,37.72,256.0,256.0,37.72,0.0,37.72,37.72,0.0,365.0,0.0,37.72,1.0,1.0,-5.0,318.87,0.2708491695213833,0.2708491695213833,LOW,Low Value,🌱
3.0,129.47,36.0,170.0,43.156666666666666,28.695209240103708,75.21,19.86,0.664907914731684,67.0,34.4,95.07,0.0223880597014925,3.0,-1.01653834715661,81.7,8.25906911827219,8.25906911827219,MEDIUM,Medium Value,⭐
2.0,71.99000000000001,276.0,356.0,35.995000000000005,34.188612870369575,60.17,11.82,0.9498156096782768,80.0,0.0,71.99000000000001,0.025,2.0,-5.0,0.0,0.0604402312354092,0.0604402312354092,LOW,Low Value,🌱
4.0,260.11,2.0,143.0,65.0275,7.75761722438018,73.5,57.63,0.1192974852851513,47.0,116.95,143.16,0.0283687943262411,4.0,-0.2022148274085152,0.0,41.49003257272212,41.49003257272212,MEDIUM,Medium Value,⭐
5.0,391.08,308.0,351.0,78.216,34.76752263247986,125.02,36.85,0.4445065284913555,10.75,0.0,391.08,0.1162790697674418,2.0,-5.0,0.0,0.523100096738986,0.523100096738986,LOW,Low Value,🌱
2.0,175.0,56.0,58.0,87.5,75.40586714573342,140.82,34.18,0.861781338808382,2.0,175.0,0.0,1.0,1.0,5.0,0.0,6.796967853385728,6.796967853385728,MEDIUM,Medium Value,⭐
4.0,201.26,201.0,327.0,50.315,31.17161368938092,95.7,27.81,0.6195292395782753,42.0,0.0,201.26,0.0317460317460317,4.0,-5.0,0.0,1.344752885535956,1.344752885535956,LOW,Low Value,🌱
16.0,7610.46,1.0,198.0,475.65375,362.0072415274773,1663.75,129.36,0.7610730316484993,13.133333333333333,3044.67,4565.79,0.0812182741116751,6.0,-0.4051989246069586,1112.53,1067.8862883339636,1067.8862883339636,HIGH,High Value,💎
8.0,846.88,25.0,301.0,105.86,61.39651316297554,193.56,39.1,0.5799783975342484,39.42857142857143,212.53000000000003,634.35,0.0289855072463768,5.0,-1.0935145689245522,314.52,132.3266032300688,132.3266032300688,MEDIUM,Medium Value,⭐
21.0,4193.76,13.0,327.0,199.7028571428572,125.54101302533994,538.16,54.49,0.628639043133641,15.7,1526.88,2666.88,0.0668789808917197,10.0,-0.5576825321649217,714.8,769.0841561384462,769.0841561384462,HIGH,High Value,💎
15.0,3482.36,14.0,361.0,232.15733333333336,153.43354966828318,613.01,57.83,0.660903308395527,24.785714285714285,1083.95,2398.41,0.0432276657060518,11.0,-0.7941937357028652,723.66,1188.8718417103182,1188.8718417103182,HIGH,High Value,💎
7.0,879.45,13.0,356.0,125.63571428571429,167.4843782622868,500.41,32.97,1.333095284366374,57.16666666666666,151.73000000000002,727.72,0.0204081632653061,6.0,-1.56780851681267,190.85,104.44077688851009,104.44077688851009,MEDIUM,Medium Value,⭐
18.0,15934.172369968932,12.0,161.0,1182.4635001025667,831.008885662482,3426.854999469784,203.94,0.5861373204165331,8.764705882352942,17784.010000000002,7735.88,0.1208053691275167,6.0,0.8324304197892186,5422.700369809706,1029.269657301381,1029.269657301381,HIGH,High Value,💎
2.0,272.37,110.0,167.0,136.185,11.419774516162724,144.26,128.11,0.0838548629890423,57.0,0.0,272.37,0.0350877192982456,2.0,-5.0,0.0,2.885208965718776,2.885208965718776,LOW,Low Value,🌱
7.0,696.25,168.0,321.0,99.46428571428572,36.81947168602633,141.64,37.14,0.3701778122832091,25.5,0.0,696.25,0.0457516339869281,5.0,-5.0,179.5,15.116086920246824,15.116086920246824,MEDIUM,Medium Value,⭐
21.0,2994.84,2.0,345.0,142.61142857142858,80.77997544476689,345.44,25.14,0.5664340947563491,17.15,847.02,2147.82,0.0612244897959183,8.0,-0.930483631089874,338.05,1145.9344733114065,1145.9344733114065,HIGH,High Value,💎
2.0,155.32999999999998,73.0,135.0,77.66499999999999,36.91804504574965,103.77,51.56,0.475349836422451,62.0,103.77,51.56,0.032258064516129,2.0,0.6994209755046348,0.0,5.013119566280303,5.013119566280303,MEDIUM,Medium Value,⭐
1.0,46.86,25.0,25.0,46.86,0.0,46.86,46.86,0.0,365.0,46.86,0.0,1.0,1.0,5.0,0.0,3.801355357211672,3.801355357211672,LOW,Low Value,🌱
21.0,7564.09,14.0,290.0,360.1947619047619,284.26423829984395,1061.31,40.89,0.789195924995171,13.8,3472.09,4092.0,0.0760869565217391,8.0,-0.1642770863365713,2769.75,910.6511158826676,910.6511158826676,HIGH,High Value,💎
3.0,125.52,181.0,229.0,41.84,21.050399046098864,61.91,19.93,0.5031166120004509,24.0,0.0,125.52,0.0625,3.0,-5.0,0.0,1.5273434384097135,1.5273434384097135,LOW,Low Value,🌱
3.0,73.39,110.0,221.0,24.46333333333333,17.384678119923112,44.09,11.0,0.7106422449893628,55.5,0.0,73.39,0.027027027027027,3.0,-5.0,83.53999999999999,3.894573388899984,3.894573388899984,LOW,Low Value,🌱
4.0,165.09,6.0,142.0,41.2725,34.19906370550711,89.29,15.32,0.8286162385488426,45.333333333333336,60.48,104.61,0.0294117647058823,4.0,-0.5479194424994123,0.0,9.837818976439245,9.837818976439245,MEDIUM,Medium Value,⭐
11.0,2503.9700000000003,13.0,299.0,227.6336363636364,89.3693344803157,337.18,82.37,0.3926016203402886,28.6,1141.68,1362.29,0.0384615384615384,7.0,-0.1766661035819159,3403.62,1059.9115810282458,1059.9115810282458,HIGH,High Value,💎
2.0,193.33,158.0,249.0,96.665,47.11452483045966,129.98,63.35,0.487400039626128,91.0,0.0,193.33,0.0219780219780219,2.0,-5.0,0.0,2.59537111698042,2.59537111698042,LOW,Low Value,🌱
1.0,38.45,315.0,315.0,38.45,0.0,38.45,38.45,0.0,365.0,0.0,38.45,1.0,1.0,-5.0,0.0,0.2386615151487847,0.2386615151487847,LOW,Low Value,🌱
9.0,2356.14,2.0,137.0,261.7933333333333,140.16076965399412,557.34,82.49,0.5353870851842196,16.875,1382.24,973.9,0.0666666666666666,4.0,0.3501517183075837,2339.48,497.11886297474734,497.11886297474734,HIGH,High Value,💎
4.0,188.74,76.0,332.0,47.185,15.374796475617709,61.65,25.43,0.325840764556908,85.33333333333333,61.65,127.09,0.015625,3.0,-0.7234139152237485,0.0,7.575176055901477,7.575176055901477,MEDIUM,Medium Value,⭐
9.0,583.74,61.0,311.0,64.86,49.75118440801183,160.84,10.78,0.7670549554118383,31.25,131.89,451.85,0.036,6.0,-1.2313766555843182,44.63,69.28346069487257,69.28346069487257,MEDIUM,Medium Value,⭐
11.0,544.98,9.0,362.0,49.54363636363637,27.20100780218529,114.05,20.99,0.5490313145877614,35.3,182.46,362.52,0.0311614730878186,9.0,-0.6865459520956713,233.93,179.9152848091071,179.9152848091071,MEDIUM,Medium Value,⭐
3.0,127.25,38.0,125.0,42.41666666666666,28.86664568898391,60.4,9.12,0.6805496036695617,43.5,57.73,69.52,0.0344827586206896,3.0,-0.1858345742644097,0.0,6.911419356819561,6.911419356819561,MEDIUM,Medium Value,⭐
7.0,1181.59,28.0,233.0,168.79857142857142,98.51001208482506,332.42,34.67,0.5835950580097796,34.166666666666664,249.28,932.31,0.0341463414634146,6.0,-1.31908567578265,1125.81,135.79120640935346,135.79120640935346,MEDIUM,Medium Value,⭐
1.0,37.55,125.0,125.0,37.55,0.0,37.55,37.55,0.0,365.0,0.0,37.55,1.0,1.0,-5.0,0.0,1.6298366151727204,1.6298366151727204,LOW,Low Value,🌱
1.0,17.74,142.0,142.0,17.74,0.0,17.74,17.74,0.0,365.0,0.0,17.74,1.0,1.0,-5.0,0.0,1.526883174437158,1.526883174437158,LOW,Low Value,🌱
1.0,130.16,124.0,124.0,130.16,0.0,130.16,130.16,0.0,365.0,0.0,130.16,1.0,1.0,-5.0,0.0,1.876946722559816,1.876946722559816,LOW,Low Value,🌱
2.0,52.72,82.0,196.0,26.36,0.9475230867899748,27.03,25.69,0.0359454888767061,114.0,27.03,25.69,0.0175438596491228,2.0,0.050843619518258,0.0,3.4757240055280145,3.4757240055280145,LOW,Low Value,🌱
1.0,46.32,15.0,15.0,46.32,0.0,46.32,46.32,0.0,365.0,46.32,0.0,1.0,1.0,5.0,90.38,3.801355357211672,3.801355357211672,LOW,Low Value,🌱
1.0,17.75,14.0,14.0,17.75,0.0,17.75,17.75,0.0,365.0,17.75,0.0,1.0,1.0,5.0,26.54,1.7843081930938491,1.7843081930938491,LOW,Low Value,🌱
2.0,43.52,243.0,262.0,21.76,22.712269811711906,37.82,5.7,1.0437623994352898,19.0,0.0,43.52,0.1052631578947368,2.0,-5.0,0.0,0.0712430614053236,0.0712430614053236,LOW,Low Value,🌱
1.0,24.47,218.0,218.0,24.47,0.0,24.47,24.47,0.0,365.0,0.0,24.47,1.0,1.0,-5.0,0.0,0.2210976777734579,0.2210976777734579,LOW,Low Value,🌱
6.0,902.45,92.0,200.0,150.40833333333333,84.56758963495805,260.87,44.37,0.5622533523294901,21.6,0.0,902.45,0.0555555555555555,3.0,-5.0,0.0,11.66425863234838,11.66425863234838,MEDIUM,Medium Value,⭐
1.0,36.44,229.0,229.0,36.44,0.0,36.44,36.44,0.0,365.0,0.0,36.44,1.0,1.0,-5.0,0.0,0.2708491695213833,0.2708491695213833,LOW,Low Value,🌱
1.0,9.09,175.0,175.0,9.09,0.0,9.09,9.09,0.0,365.0,0.0,9.09,1.0,1.0,-5.0,0.0,0.6793814402102736,0.6793814402102736,LOW,Low Value,🌱
5.0,2246.54,28.0,128.0,449.308,240.803833378956,771.14,138.78,0.535943792184773,25.0,2107.76,138.78,0.05,4.0,2.7204843745297467,5185.95,391.1349307972537,391.1349307972537,HIGH,High Value,💎
26.0,7897.09,11.0,364.0,303.73423076923075,196.24327001297297,911.07,52.12,0.6461019211300996,14.12,1182.99,6714.1,0.0736543909348441,11.0,-1.736163964447551,4379.17,1427.5202111953847,1427.5202111953847,HIGH,High Value,💎
6.0,770.23,7.0,256.0,128.37166666666667,70.5894772375222,268.65,79.08,0.5498836236255835,49.8,211.12,559.11,0.0240963855421686,6.0,-0.9739165934893788,493.85,218.7431670074334,218.7431670074334,MEDIUM,Medium Value,⭐
2.0,14.11,82.0,163.0,7.055,2.552655480083436,8.86,5.25,0.3618221800260009,81.0,5.25,8.86,0.0246913580246913,2.0,-0.5232410904094429,0.0,1.585783889870461,1.585783889870461,LOW,Low Value,🌱
2.0,52.03,58.0,130.0,26.015,26.38215400607009,44.67,7.36,1.0141131657147835,72.0,7.36,44.67,0.0277777777777777,2.0,-1.8031287284259625,0.0,1.895001785923227,1.895001785923227,LOW,Low Value,🌱
3.0,90.94,85.0,218.0,30.313333333333333,6.0073399548663255,36.04,24.06,0.1981748390653065,66.5,30.84,60.1,0.0225563909774436,3.0,-0.6671815067468778,18.4,6.62577065511144,6.62577065511144,MEDIUM,Medium Value,⭐
7.0,521.6,7.0,277.0,74.51428571428572,24.838640500332584,123.89,44.84,0.3333406508863651,45.0,280.05,241.55,0.0259259259259259,6.0,0.1478910985189286,59.43,126.6342688229939,126.6342688229939,MEDIUM,Medium Value,⭐
7.0,930.89,78.0,361.0,132.9842857142857,94.73484273788304,262.84,40.89,0.7123762197092903,47.16666666666666,146.65,784.24,0.0247349823321554,5.0,-1.6766607567156082,118.74,77.73895568502031,77.73895568502031,MEDIUM,Medium Value,⭐
2.0,24.5,62.0,68.0,12.25,2.899137802864846,14.3,10.2,0.2366643104379465,6.0,24.5,0.0,0.3333333333333333,1.0,5.0,0.0,2.667796238600964,2.667796238600964,LOW,Low Value,🌱
3.0,852.97,15.0,82.0,284.3233333333333,31.023992865737533,303.85,248.55,0.1091151841180963,33.5,852.97,0.0,0.044776119402985,2.0,5.0,284.45,186.27244869931167,186.27244869931167,MEDIUM,Medium Value,⭐
1.0,19.96,241.0,241.0,19.96,0.0,19.96,19.96,0.0,365.0,0.0,19.96,1.0,1.0,-5.0,75.02,0.2210976777734579,0.2210976777734579,LOW,Low Value,🌱
1.0,98.26,358.0,358.0,98.26,0.0,98.26,98.26,0.0,365.0,0.0,98.26,1.0,1.0,-5.0,0.0,0.1675648398523092,0.1675648398523092,LOW,Low Value,🌱
4.0,153.25,69.0,249.0,38.3125,20.74872265144693,60.99,19.19,0.5415653546870323,60.0,60.99,92.26,0.0222222222222222,4.0,-0.4138952046999196,100.1,7.894563380772366,7.894563380772366,MEDIUM,Medium Value,⭐
